gen_id,ref_id,dialect_region,gen_text,gen_phoneme,gen_dialect,speaker_id,ref_text,sentence_id,gender,age,token_count
2_Graubünden_ce50fa32-dbc4-4f72-bd5f-5128784a5abc,2,Graubünden,"Ja, gestern eine interessante Dokumentation. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",eː a a ɡ ɛ ʃ t ə n ə n ɪ n t ə r e s a n t ɪ d o k u m ɛ n t a ts j oː n ts j eː n iː ɛ ç t ts ʊ m n ɔ x d ɛ k ə b r ɔ x t f ɔ r a l ə m y b ə r s t eː m a uː m v ɛ l t ʃ u ts,Basel,ce50fa32-dbc4-4f72-bd5f-5128784a5abc,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,twenties,23
2_Ostschweiz_684dd9cf-2844-407b-9a7f-12e7b559773f,2,Ostschweiz,Ich habe gestern eine Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.,ɪ h a t n ɪ ç t ʊ l ɪ n d ɛ aɪ n t ɪ d ɔ k ʊ m ɛ n t a ts j oː n z eː z iː h ɛ t ə m ɪ ɛ x t ts ʊ m n ɔ ɾ x eː n x ə p ɔ x t f oː a l ə m eː ɡ ʊ s t eː m ɑː ʊ m v ɛ l t ʃ uː ts,Basel,684dd9cf-2844-407b-9a7f-12e7b559773f,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,fourties,23
2_Ostschweiz_a677eda9-7709-4c9d-8656-e7b665140f3b,2,Ostschweiz,Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.,n ɪ d ɪ ɾ t l ɪ ʃ t ʊ d ɑː a d ɔ ɪ n t r ə z a n t ə d oː k ʊ m ɪ t a ts j n s ø s eː t m ɪ x ɛ x ts ʊ m n ɔ d eɪ n k ə b r ɔ x f ɔ r a l ə m ɪ b ɔ l s t eː m ɜ uː m b ə ʃ u,Basel,a677eda9-7709-4c9d-8656-e7b665140f3b,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,thirties,23
2_Zürich_ba826a45-33f8-47ef-9516-a66a201aac29,2,Zürich,"Und ich habe gestern eine interessante Dokumentation gesehen und die hat mich echt zum Nachdenken gebracht, also über das Thema Umweltschutz und also",ts aɪ m ŋ ʊ n t ɪ h a a d ɛ ʃ t r a l æ n ɪ n t r s a n t i d o k ʊ m ɛ n t a ts j oː n k z aɪ ʊ n j eː h ɛ t m ɪ x a x t ts ʊ m n ɔ x ə t a ŋ k f ɛ b r ɔ x t ɔ l z oː ɪ b ɪ r ts eː m ɑː uː m b a l t ʃ o n t ɔ s y,Basel,ba826a45-33f8-47ef-9516-a66a201aac29,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,fifties,23
2_Innerschweiz_aa7d9d2c-90d3-41f9-a92e-f07b93765f8b,2,Innerschweiz,"interessante Dokumentation gesehen, die mir echt angetan hat, nachzudenken, vor allem über das Thema Umweltschutz.",ɪ n t r e s a n t ɪ d o k ʊ m ɛ n t a ts j oː n z ɪ t ɛ z iː m iː r a x t ɔ ɡ ə b r ɔ x t ʊ m ɔ x d ɛ n k ə f ɔ r a l ə n y b ɜ s t eː m ɜ ʊ m v a l tʃ u ts,Basel,aa7d9d2c-90d3-41f9-a92e-f07b93765f8b,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,twenties,23
2_Bern_d9b44aee-da3d-42c8-8ad1-d1029767f05a,2,Bern,Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.,eɪ aʊ k ɛ ʃ t ə m ɪ n t ɾ r s ɔ m t ɪ d oː k ʊ m ɛ n t a ts j oː n z eː s z iː h æ t m iː ɛ x ts uː n ɔ x ə b æ ŋ k k ə b r ɑː x t f oː r aʊ ə m uː p ə s t eː m ɑː ʊ m v aɪ l tʃ uː ts,Bern,d9b44aee-da3d-42c8-8ad1-d1029767f05a,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,fourties,23
2_Innerschweiz_4a8346e7-fa21-49b9-9a6f-c69ef828a68c,2,Innerschweiz,"Ja, das war meine erste Reorientation. So habe ich mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.",h ɑː aɪ n ə ts ɪ ʃ t ə r ə æ t ʊ ɛ n t ɔ ts j uː n x z ɪ aɪ s uː z iː n a x z aɪ n ə f a x ts uː m ɔ x t ə a n x ə b r x t f oː r ɑː m ə b n b s t iː m ɔ ʊ m v ɛ ʃ ʊ ɪ,Basel,4a8346e7-fa21-49b9-9a6f-c69ef828a68c,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,fifties,23
2_Bern_24f85b05-10f3-49f3-bfd0-273120e750cb,2,Bern,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht. Frauen, ich bin das Thema und Menschen.",m iː ts iː t d ɛ ʃ t iː aɪ n d oː z ɔ d iː d oː k m i t a ts j oː n ts j n ts iː b iː ɛ x ts ʊ m x ə t a n k x ə b r aʊ x t oː f ɔ r ɑː uː n l uː p uː t u s t eː m aʊ uː m a tʃ uː,Basel,24f85b05-10f3-49f3-bfd0-273120e750cb,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,fourties,23
2_Innerschweiz_acf67674-c912-42c0-ba3c-f85e2db965ac,2,Innerschweiz,Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht. Vor allem über das,ɛ ɪ x h ɑː ɡ ɛ ʃ t ə r ɪ ɪ n eː ɪ n d ɛ z a n t iː d oː k ʊ m ɛ n t a ts j oː n z iː ɛ z iː h a t m ɪ x a x t a ts uː m ɔ x t ə aɪ n p f ɛ t b r ɔ x t f oː r ɑː l ə iː r b u s t,Basel,acf67674-c912-42c0-ba3c-f85e2db965ac,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,thirties,23
2_Graubünden_f2feaf58-1285-4fc1-831d-5c1b013b7e0b,2,Graubünden,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",j ɑː ɡ ɛ ʃ t r ə aɪ n ɪ n t r s a n t ɪ d oː k uː m ɛ n t a ts j oː n k z eː z oː z iː h ɛ t n iː ɛ x t n ɔ x d ɛ n k ə p r aʊ x t f ɔ r ɑː l ə n y b ə s t eː m a uː m v ɛ l ʃ u p u x t,Basel,f2feaf58-1285-4fc1-831d-5c1b013b7e0b,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,fourties,23
2_Wallis_50e4a935-c887-4c38-aff2-6286aab725d1,2,Wallis,Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.,ɡ aɪ x a d a ʃ t r ɪ s n ɪ n t r e s a n t i d o k u m ɛ n t a ts j oː n k s eː a m ʃ iː h ɛ t m e a x t ts ʊ m n ɔ r d a n k a p iː b r uː ŋ a f ɔ r a l ə m oː b ʊ s t eː m a ʊ m b ɛ l ʃ o,Basel,50e4a935-c887-4c38-aff2-6286aab725d1,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,twenties,23
2_Graubünden_6516567b-0d9b-4853-880c-d5f0327dd384,2,Graubünden,"Sie hat gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz, Alpina.",a z iː a n t eː ʃ t ə n ə aɪ n ɪ n t ə r ɪ s ɑː n d iː d oː k ʊ m ɛ n t a ts j oː n k z eː a z ʊ s eː t m iː ɛ x ts ʊ m h oː f t ɛ ɪ n k f ɾ p r oː f f oː r ɑː l l ə m iː v ʊ ts s t eː n d ɛ tʃ oː p iː n,Basel,6516567b-0d9b-4853-880c-d5f0327dd384,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,fourties,23
2_Innerschweiz_005039b8-898f-48d8-b7cc-8a16bd1055c8,2,Innerschweiz,Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.,ɪ ç h a ɡ a ʃ t ə r n ɪ n ɲ a n aɪ n aɪ n ɪ n t ə r x m aɪ n ɪ n t r ɪ s ɑː n t d iː d oː k ʊ m ɛ n t a ts j oː n z eː z iː h ɛ t m iː a x t ʊ m ɪ n aʊ x ə d a ŋ k x ə b r ɔ x t f oː r ɑː l ə m y b ə s t eː m ɑː uː m v ɛ t ʃ ʊ ts,Basel,005039b8-898f-48d8-b7cc-8a16bd1055c8,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,fourties,23
2_Graubünden_d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,2,Graubünden,"Ich habe in der Zeit eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umwelt.",ɪ h a d ɪ ʃ t ə r ə ɛ ɛ n ɪ n t r ɛ s a n t ə d oː k u m ɛ n t a ts j oː n z eː z iː h ɛ l t m iː ɛ x t ts uː m n ɔ x d ɛ n x ə b r ɔ x t f ɔ r a l ə m y b ə s t eː m ɑː uː m v ɛ l,Basel,d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,twenties,23
2_Zürich_9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,2,Zürich,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich zum Nachdenken gebraucht. Ja, vor allem über das Thema Mötschel.",iː h a t ɛ n ʃ t r a p a s n t d a t r a t a ts ɔ p s ɛ ɛ s iː t m ɪ k ts tʃ ɛ l ɛ h ɛ t a n x p ɛ t aɪ θ d ɛ m a b a s t r uː b aɪ m a tʃ uː,Basel,9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,fourties,23
2_Innerschweiz_5184dba3-c5e1-4570-ba26-62176e8c8dcc,2,Innerschweiz,"Ich habe gestern eine interessante Dokumentation gesehen und sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz-Tunkel.",ɑː n iː ɪ h a ɡ ɛ ʃ t ə r ɛ aɪ n ɪ n ɪ n t r ɛ s a n t ɪ d oː k ʊ m ɛ n t a ts j oː n k z eː ʊ n ts ɛ ɾ t m ɪ x a t ts ʊ m n aʊ x d a ŋ k x ə b r aʊ x t f oː r a l ə m y b ə r s t eː m ɑː ʊ n v ɛ t ʃ ʊ t s p ʊ ŋ k x t,Basel,5184dba3-c5e1-4570-ba26-62176e8c8dcc,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,twenties,23
2_Innerschweiz_72725555-9e5d-436a-b311-25048bc0c594,2,Innerschweiz,"Ich habe gestern eine interessante Dokumentation gesehen, die mich echt zum Nachdenken gebracht hat, vor allem über das Thema Umweltschutz.",ɛ n ə n iː h ɑː ɡ ɛ ʃ t r ə ɪ n d ɪ n t r s ɔ n d iː d k ʊ m ɛ n t a ts j oː n k z ɛ z oː ts iː h a t m ɪ x a x t ts uː n ɔ x ə d a ŋ k ə b r aʊ x t f oː r l ə m y b ə r d a s t eː m ɑː uː m ɑː ʃ ʊ ts a b ə n,Basel,72725555-9e5d-436a-b311-25048bc0c594,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,fourties,23
2_Zürich_6d34bfbb-2de2-48d9-891d-ae216f9b347b,2,Zürich,"Das ist eine interessante Dokumentation. Sie hat mir etwas zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",oː l ɪ n t r ɪ s ɑː n t iː d oː k uː ʊ m ɛ n t a ts j oː n ɛ s iː z iː æ s ɪ s iː v ɛ ɾ v ɛ t m ɪ ç ɛ v a s z iː m æ x t ə ɪ n t f ɛ ɾ b r aɪ x ə t f r aʊ aɪ m ə b ə s t iː m aɪ aɪ tʃ ʃ uː ts,Basel,6d34bfbb-2de2-48d9-891d-ae216f9b347b,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,twenties,23
2_Bern_d2dee463-0eb9-47fa-b739-f1dccd8638f9,2,Bern,"Ich habe gestern eine interessante Dokumentation gesehen. Die hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",h eː h ɛ ɡ ɛ ʃ t ə r eː n t r ɪ s ɔ m t ɪ d oː k ʊ m e n t a ts j oː n b z eː iː m iː a x t ts uː n ɔ x t a ŋ k ə b r oː x t f oː r aʊ n ɪ b ɪ r t eː m ɜ uː v aɪ ʃ uː,Basel,d2dee463-0eb9-47fa-b739-f1dccd8638f9,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,twenties,23
2_Ostschweiz_831d404d-b189-42b6-8120-073c1f8af73c,2,Ostschweiz,"Du hast hier eine interessante Dokumentation gesehen, welche mich zum Nachdenken gebracht hat, vor allem über das Thema Umweltschutz.",a s ɪ ʃ t ɑː v eː ʃ t oː ɛ n ɪ n t ɾ s a t ə d oː k ʊ m ɛ t a ts j oː p s eː v ɛ ɪ s aɪ ɪ ɛ ɛ x ts ʊ n ɔ x d ɛ n k x ə p ɔ x t ʊ f ɔ r a l ə m iː m ʊ s t eː m ɜ ʊ m v ɛ tʃ uː ə n,Basel,831d404d-b189-42b6-8120-073c1f8af73c,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,sixties,23
2_Wallis_fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac,2,Wallis,"Und ich habe gestern eine sehr interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebrungen, vor allem über das Thema Umweltschutz und",ɪ n d iː x a ɡ ɛ ʃ t ə n ts iː t ə d ɛ ɾ z a n t d oː k uː m e t a ts j oː n k z eː z iː h ɛ t ə n j a x ts ʊ m n ɔ x t a n x ə ɡ iː b r uː m a b aɪ f oː r l ə m m ɪ b r s t eː m ɑː uː m v a l t ʃ u uː m k ɛ,Basel,fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,twenties,23
2_Basel_1cd99b41-8298-4180-aec6-bb65039c9ed7,2,Basel,"Ich habe gestern interessante Dokumentation gesehen, die mich echt zur Nachdenkung gebracht hat. Vor allem über das Thema Umweltschutz.",d iː f aʊ ɡ ə ʃ t ɪ n t uː z a n t iː d oː k uː m a n t a ts j oː n z iː ts iː d iː ɛ f ts uː l oː x t a n ɡ ə p u x t f oː ɾ ɑː l ə b ɪ s t eː m ɑː ɪ n v a l ʃ u,Basel,1cd99b41-8298-4180-aec6-bb65039c9ed7,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,twenties,23
2_Zürich_3e7e3ad6-938d-40fa-9787-2e9f8c529a66,2,Zürich,"Ich habe gestern eine interessante Dokumentation gesehen, die hat mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz und den",iː x ɔ ɡ ɛ ʃ t r aɪ n ɪ n t r s a n t ɪ d oː k ʊ m e n t a ts j oː n ts eː z t m iː aʊ x ts uː n aʊ x t aɪ n ts ʊ b r oː t f r oː l ə y b s t eɪ m oː uː v a l tʃ u ɪ m t eɪ,Basel,3e7e3ad6-938d-40fa-9787-2e9f8c529a66,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,sixties,23
2_Graubünden_031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,2,Graubünden,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",iː h ɜ ɡ ɛ ʃ t ə n l aɪ n ɪ n t r e s a n d iː d oː k ʊ m ɛ n t a ts j oː n k s eː z iː h ɛ t m e ɾ ɛ ç ts ʊ m n ɔ x d ɛ n ɡ ə b r aʊ x t f ɔ r a l ə m y b ə r s t eː m ɜ uː m v ɛ l t ʃ u a l,Basel,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,twenties,23
2_Bern_0497b106-6644-42ce-b99e-57f9a6c7fc81,2,Bern,"Ich habe gestern eine interessante Dokumentation gesehen, die mich zum Nachdenken gebracht hat, vor allem über das Thema Umweltschutz.",eː eː ɑː ɛ ʃ ʃ t ə r ə ɪ n t r ɪ s a n d iː d oː k u m ɛ n t ɑː ts j oː n k s ə n iː h ɛ t m eː x ts uː n ɔ x ə d aɪ n k ə b r aʊ x t f oː r aʊ m ɪ b ɪ t s t eː m aʊ b ɑː tʃ uː ts uː b iː m ə,Basel,0497b106-6644-42ce-b99e-57f9a6c7fc81,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,sixties,23
2_Basel_8800b4de-fa22-4fdc-9f29-457c4010fd57,2,Basel,"Ja, ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.",ɛ ɜ v ɛ n ʊ z ə r eː k ɡ ɛ ç t ə n ɪ n t z aʊ n t iː d oː k ʊ m ɛ n t a ts j oː n k z eː n t ɛ iː x t z iː z iː h a t n ɪ x a x t ts uː n n oː x ə t a n k ə b r ɔ x t f oː r l ə m y b s t eː m ɑː uː ɑː ʃ ʊ,Basel,8800b4de-fa22-4fdc-9f29-457c4010fd57,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,fourties,23
2_Basel_e903f18d-7bbb-4fb6-aaa3-0f7d965027fb,2,Basel,Ich habe gestern eine interessante Dokumentation gesehen. Die hat mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.,iː h aʊ ɡ ɛ ʃ t ʊ l ə m ɪ n t ʊ z a t d iː d oː k u m ɛ n t a ts j oː n z eː eː t m iː a x ts ʊ m n oː x t a n k ə b r ɔ x t f oː a l ə m y b ə d a s t eː m ɑː ʊ m b a l ʃ uː ts,Basel,e903f18d-7bbb-4fb6-aaa3-0f7d965027fb,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,twenties,23
2_Bern_7ca44480-9007-4c1c-8046-aade3c4e6a87,2,Bern,"Ja, ich habe gestern interessante Dokumentation gesehen. Sie hat mich zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.",j ɑː j ɑː ɡ ɛ ʃ t ə r ɪ n d ɪ s ɔ m t ɪ d oː k ɔ m ɛ n t a ts j oː n ts ɪ j eː l z iː ɛ t m ɪ ɾ f æ x ts ʊ m n ɔ x ə t aɪ m k ə b r ɔ x f oː r aʊ m ə p ʊ d ø ɔ t uː ð ʊ s t eː m aʊ ʊ m v ɑː tʃ uː s,Bern,7ca44480-9007-4c1c-8046-aade3c4e6a87,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,twenties,23
2_Basel_8050767b-0a0e-43db-8754-2a42e896f7dd,2,Basel,"Ich habe jetzt eine interessante Dokumentation gesehen. Sie hat mich zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",j ɑː ɪ h a v ɪ n ɛ ʃ t ɛ ɾ m ɛ n d i z a n d iː d oː k uː m ɛ n t a ts j oː n k z eː j ɛ s j ɛ s m iː ɑː f ts ʊ m n ɔ x ə d a ŋ k ə b r aʊ x x t f ɔ ɾ a l ə m y b oː s t eː m ɑː ʊ m v ɛ l t ʃ ʊ,Basel,8050767b-0a0e-43db-8754-2a42e896f7dd,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,thirties,23
2_Graubünden_aece75d7-5d2b-47a4-9f87-24962dfd2e38,2,Graubünden,Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz.,j a iː a ɡ ɛ ʃ t ə n a n aɪ n ɪ ɪ n t r e s a n t ɪ d oː k u m e n t a ts j oː n k z eː z iː a t m iː ɛ x ts uː n aʊ x d eː n k a p r ɔ x t ə n f oː r a l ə m ɪ b ɪ r s t eː m ɑː uː m v ɛ l t ʃ uː,Basel,aece75d7-5d2b-47a4-9f87-24962dfd2e38,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,female,fourties,23
2_Bern_ba118975-5963-4495-927a-a78d19dd98c1,2,Bern,"Ich habe eine interessante Dokumentation gesehen, die hat mich zum Nachdenken gebracht. Vor allem über das Thema Umweltschutz. Bei ihm kommt es ein Spinner, ich bin Spätop.",aʊ ɪ s uː m aɪ n p s ɔ m p iː t oː k m a n t o ts j oː n ø iː eː j a x t oː ts uː m ɔ x ə b aɪ n k r o p r oː f oː r aʊ m ə b ə d ʊ s t eː l m aɪ v a l tʃ uː aɪ n ʊ x f ɔ n x b eː l ə m a r n ɪ s p eː l,Basel,ba118975-5963-4495-927a-a78d19dd98c1,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,fourties,23
2_Basel_fd72db57-c291-43e6-840e-92e06f83ae56,2,Basel,"Ich habe gestern eine interessante Dokumentation gesehen und sie hat mich echt zum Nachhinein gebracht. Vor allem über das Thema Arbeitsschutz, Umweltschutz.",æ m iː f aʊ ɪ ʃ r ɪ d ʊ z ɑː m d iː d oː k ʊ n v ʊ k ts j oː n z ɪ ɪ ʊ n d ə ɪ s iː t m iː a x ts uː m oː x ə n f ɛ ɾ m oː x t æ m f oː a l ə iː v oː ɪ s t h iː l m ɑː h a tʃ uː ʊ m b tʃ uː ts,Bern,fd72db57-c291-43e6-840e-92e06f83ae56,"Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.",ChatGPT,male,twenties,23
24_Innerschweiz_72725555-9e5d-436a-b311-25048bc0c594,24,Innerschweiz,"Durch die steigende Nachfrage nach nachhaltigen Produkten hat auch Auswirkungen auf die Verpackungsindustrie. Immer mehr Unternehmen setzen auf umweltfreundliche Verpackungen, die recycelbar oder biologisch abbaubar sind.",ɪ h ɛ d iː ʃ t eː ɡ ə n n d iː n ɑː x f r aʊ p n ɑː x n ɑː x h a l t ɪ ɡ ə p r o d uː t h ɛ t aʊ uː s v y r k ɪ ɡ ə uː oː t p ɔ k f ɪ k s z ɪ n d ʊ ʃ t r iː ɪ m ə m eː ʊ n t ə n ɑː m ə z ɛ ts ə uː f ʊ m ɑː f r ʊ n t f y p ɑː k s ɪ ɡ ə v oː iː z aɪ k b ɑː r oː d ə b iː ɔ l oː ɡ ɪ ʃ ɑː p ɑː p ɑː ʃ z ɪ n t,Basel,72725555-9e5d-436a-b311-25048bc0c594,"Die steigende Nachfrage nach nachhaltigen Produkten hat auch Auswirkungen auf die Verpackungsindustrie. Immer mehr Unternehmen setzen auf umweltfreundliche Verpackungen, die recycelbar oder biologisch abbaubar sind.",ChatGPT,female,fourties,28
24_Basel_8f16829d-1a64-4145-927c-d6738a07ea24,24,Basel,"Die gestiegene Nachfrage nach nachhaltigen Produkten hat auch Auswirkungen auf die Verpackungsindustrie. Immer mehr Unternehmen setzen auf umweltfreundliche Verpackungen, die recycelbar oder biologisch abbaubar sind.",d iː ʃ t iː ɡ ə n d iː n aɪ f ə n ɑː x n aɪ aɪ t ɪ ɡ ə p ɛ d uː ŋ x t h ɛ t ɑː uː s v ɾ k ɪ k ə ʊ n f p f ə p ɛ k ɪ k s ɪ n d uː ʃ t ɾ iː m m aɪ ʊ n t ə n ɑː m ə s l ts ə ʊ f ɪ n v a l t f uː l d ə f iː f ə p ɛ k ɪ k ə v iː v uː s ɑː l t ʊ b ɛ ɪ d ɛ b iː oː n ɪ k ʃ aɪ p ɛ b ɛ s ɪ n t,Basel,8f16829d-1a64-4145-927c-d6738a07ea24,"Die steigende Nachfrage nach nachhaltigen Produkten hat auch Auswirkungen auf die Verpackungsindustrie. Immer mehr Unternehmen setzen auf umweltfreundliche Verpackungen, die recycelbar oder biologisch abbaubar sind.",ChatGPT,male,thirties,28
24_Graubünden_031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,24,Graubünden,"Die steigende Nachfrage nach nachhaltigen Produkten hat Auswirkungen auf die Verpackungsindustrie und immer mehr Unternehmen setzen auf umweltfreundliche Verpackungen, die recycelbar oder biologisch abbaubar sind.",a ɡ oː d ɪ ʃ t iː ɡ ɪ n d ɛ n ɔ x f r ɔ k n ɔ x n ɔ a l t i ɡ ə p r o d u k t h ɛ t aʊ s v ɪ r k ɪ ɡ ɛ f t r p a k ɪ k s ɪ n d uː ʃ t r i ʊ n t ɪ m ə r m eː ʊ n t r m ɛ m a z ɛ ts ə d uː f uː m v ɛ l t f r y n t l ɪ x f ə r p a k ɪ ɡ ə v oː r i s aɪ ə l b a r oː d b iː o l oː ɡ ɪ ʃ a b aʊ b a r z ɪ n t,Basel,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,"Die steigende Nachfrage nach nachhaltigen Produkten hat auch Auswirkungen auf die Verpackungsindustrie. Immer mehr Unternehmen setzen auf umweltfreundliche Verpackungen, die recycelbar oder biologisch abbaubar sind.",ChatGPT,female,twenties,28
