Sentence;Category;;;;;;;;;;;
Wir könnten am Wochenende zusammen einen Ausflug machen. Ich dachte an eine Wanderung, wenn das Wetter mitspielt.;Spoken Speech - more than one;;;;;;;;;;;
Es gibt so viele neue Filme, die ich sehen möchte. Aber ich finde nie die Zeit, alle anzuschauen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute meinen Schreibtisch aufgeräumt und es fühlt sich so viel besser an. Jetzt kann ich endlich produktiver arbeiten.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Supermarkt und habe ein paar neue Sachen ausprobiert. Die Schokolade ist wirklich gut, die musst du auch mal probieren.;Spoken Speech - more than one;;;;;;;;;;;
Am Sonntag wollte ich eigentlich zu einem Konzert gehen. Aber jetzt hat sich etwas anderes ergeben, was genauso spannend ist.;Spoken Speech - more than one;;;;;;;;;;;
Die Kinder sind jetzt bei ihren Großeltern. Sie haben dort so viel Spaß, dass sie fast nicht nach Hause kommen wollten.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute joggen und habe meine Strecke etwas verlängert. Es war anstrengend, aber auch richtig gut.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten nächsten Monat zusammen in den Urlaub fahren. Hast du schon Ideen, wohin es gehen könnte?;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern eine interessante Dokumentation gesehen. Sie hat mich echt zum Nachdenken gebracht, vor allem über das Thema Umweltschutz.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe den ganzen Nachmittag in der Sonne gesessen. Es war wirklich entspannend, aber jetzt fühle ich mich ein bisschen müde.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten heute Abend gemeinsam etwas kochen. Vielleicht eine neue Pasta-Sorte, die ich kürzlich entdeckt habe.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute meine alten Fotos durchgesehen. Es ist verrückt, wie schnell die Zeit vergeht.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe die ganze Woche auf diesen Moment hingefiebert. Endlich ist es Freitag, und das Wochenende steht vor der Tür.;Spoken Speech - more than one;;;;;;;;;;;
Ich war gestern im Museum und habe eine neue Ausstellung gesehen. Sie war wirklich faszinierend und hat mich inspiriert.;Spoken Speech - more than one;;;;;;;;;;;
Morgen wird es einen Tag der offenen Tür in der Schule geben. Wir sollten mal vorbeischauen und uns das alles anschauen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern einen alten Freund wiedergetroffen. Es war schön, sich nach so langer Zeit mal wieder zu unterhalten.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten nächste Woche zusammen eine neue Ausstellung besuchen. Es gibt ein paar spannende Werke zu sehen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute viel Zeit in der Küche verbracht. Es hat Spaß gemacht, neue Rezepte auszuprobieren.;Spoken Speech - more than one;;;;;;;;;;;
Die Kinder haben heute im Park gespielt. Sie waren so aufgeregt, dass sie fast nicht nach Hause gehen wollten.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute endlich die E-Mails beantwortet, die ich schon lange aufgeschoben habe. Jetzt fühle ich mich viel erleichtert.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende möchte ich etwas Neues ausprobieren. Vielleicht ein Kochkurs oder ein kreativer Workshop.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit dem Fahrrad unterwegs und habe die schöne Landschaft genossen. Es ist so beruhigend, draußen zu sein.;Spoken Speech - more than one;;;;;;;;;;;
Die Kinder haben heute im Garten gearbeitet. Sie haben versucht, einen kleinen Teich zu bauen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war gestern im neuen Buchladen in der Stadt. Die Auswahl war super, und ich habe ein paar interessante Bücher gefunden.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten heute zusammen ins Café gehen. Ich habe gehört, dass dort neuer Kuchen serviert wird.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern lange in einem Café gesessen und ein gutes Buch gelesen. Es war richtig entspannend.;Spoken Speech - more than one;;;;;;;;;;;
Es ist so schön, endlich wieder warmes Wetter zu haben. Ich kann es kaum erwarten, den Tag draußen zu verbringen.;Spoken Speech - more than one;;;;;;;;;;;
Die Kinder haben heute beim Basteln tolle Sachen gemacht. Sie waren richtig kreativ und haben ein schönes Bild gemalt.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gerade ein interessantes Thema gefunden, das ich heute Abend recherchieren werde. Ich finde es spannend, Neues zu lernen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit dem Hund spazieren. Er hat so viel Freude, draußen zu sein, dass ich auch gute Laune hatte.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten am Wochenende zusammen kochen. Ich habe ein neues Rezept gefunden, das wir mal ausprobieren sollten.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute in der Stadt ein tolles Angebot entdeckt. Es gab einen großen Rabatt auf Kleidung, die ich schon lange haben wollte.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Fitnessstudio. Es war anstrengend, aber ich fühle mich danach immer richtig gut.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute eine Freundin getroffen, die ich lange nicht gesehen habe. Wir haben uns stundenlang unterhalten.;Spoken Speech - more than one;;;;;;;;;;;
Am Freitag kommt meine Familie zu Besuch. Ich freue mich schon darauf, sie endlich wiederzusehen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern einen interessanten Artikel gelesen. Es ging um die neuesten Trends in der Technologie.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Park und habe eine Runde gejoggt. Danach habe ich noch einen Kaffee im Café getrunken.;Spoken Speech - more than one;;;;;;;;;;;
Die Kinder haben heute den ganzen Nachmittag gespielt. Sie waren so müde, dass sie schon vor dem Abendessen eingeschlafen sind.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute beim Arzt und alles ist in Ordnung. Es ist immer beruhigend, wenn man weiß, dass alles gut ist.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten nächste Woche einen Ausflug machen. Ich habe gehört, dass es an einem See in der Nähe richtig schön ist.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute meinen Schrank aufgeräumt. Es war ein bisschen anstrengend, aber jetzt fühlt es sich viel ordentlicher an.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende gibt es ein Festival in der Stadt. Vielleicht sollten wir hingehen, es klingt wirklich spannend.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein gutes Gespräch mit einem Kollegen gehabt. Es ist schön, sich mal über andere Themen auszutauschen.;Spoken Speech - more than one;;;;;;;;;;;
Morgen habe ich einen freien Tag und möchte etwas für mich tun. Vielleicht einfach mal spazieren gehen und ein Buch lesen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit dem Hund im Wald spazieren. Es war so ruhig und friedlich, fast wie eine Auszeit.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute einen interessanten Film im Fernsehen gesehen. Er war richtig gut, vor allem der Plot twist am Ende.;Spoken Speech - more than one;;;;;;;;;;;
Die Kinder haben heute viel Zeit draußen verbracht. Jetzt sind sie total fertig und schlafen schon.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern einen Kuchen gebacken, der echt gut geworden ist. Vielleicht solltest du ihn mal probieren.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten am Wochenende ein Picknick im Park machen. Es wäre schön, das gute Wetter zu genießen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Kino und habe einen richtig guten Film gesehen. Es war spannend bis zum Schluss.;Spoken Speech - more than one;;;;;;;;;;;
Morgen fahre ich zu einem Freund. Wir wollten zusammen etwas unternehmen. Ich freue mich schon darauf.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute meine Lieblingsserie zu Ende geschaut. Es war wirklich gut, aber jetzt muss ich warten, bis die nächste Staffel kommt.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit dem Fahrrad unterwegs und habe die frische Luft genossen. Es fühlt sich einfach gut an, draußen zu sein.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe mir heute endlich ein neues Paar Schuhe gekauft. Sie sind wirklich bequem, genau das, was ich gebraucht habe.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute mein Zimmer aufgeräumt und es fühlt sich jetzt viel ordentlicher an. Manchmal braucht man einfach einen klaren Kopf.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern einen alten Freund angerufen. Es war schön, mal wieder miteinander zu sprechen.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten am Wochenende in den Zoo gehen. Es ist immer spannend, die Tiere zu sehen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute einen Kuchen gebacken. Er ist etwas verbrannt, aber trotzdem lecker.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute viel unterwegs, aber jetzt bin ich froh, endlich zu Hause zu sein.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende mache ich eine kleine Reise. Es wird schön, mal wieder etwas Neues zu sehen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute bei einer Freundin zu Besuch. Es war ein schöner Nachmittag mit viel Gelächter.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe die letzten Tage an einem Projekt gearbeitet und heute endlich alles abgeschlossen. Jetzt kann ich mich entspannen.;Spoken Speech - more than one;;;;;;;;;;;
Morgen besuche ich meine Eltern. Wir haben schon viel geplant, vor allem einen schönen Spaziergang.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein neues Restaurant entdeckt. Es war wirklich lecker, und ich freue mich schon auf das nächste Mal.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten am Wochenende zusammen eine Wanderung machen. Es gibt tolle Routen, die nicht zu schwer sind.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute einen entspannten Tag gehabt. Ab und zu braucht man einfach mal eine Auszeit.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe die letzten Tage ein neues Hobby angefangen. Es macht echt Spaß, kreativ zu sein.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten morgen zusammen einen Spaziergang im Park machen. Es ist immer schön, die frische Luft zu genießen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute viel erledigt, aber immer noch einiges auf der Liste. Es gibt nie wirklich einen freien Tag, oder?;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute den ganzen Nachmittag in der Sonne gesessen. Jetzt fühle ich mich richtig erfrischt.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende wollte ich eigentlich ein bisschen ausschlafen. Aber wahrscheinlich werde ich doch früh aufstehen, um etwas zu unternehmen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute eine interessante Ausstellung besucht. Die Kunstwerke waren so vielfältig und inspirierend.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern ein paar neue Rezepte ausprobiert. Sie waren wirklich gut, aber beim nächsten Mal werde ich sie ein bisschen anpassen.;Spoken Speech - more than one;;;;;;;;;;;
Morgen gehe ich mit ein paar Freunden ins Kino. Wir haben uns schon auf den Film gefreut.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute spazieren und habe die schöne Natur genossen. Es war so ruhig und friedlich.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute den ganzen Tag gearbeitet und jetzt freue ich mich auf einen gemütlichen Abend.;Spoken Speech - more than one;;;;;;;;;;;
Die Kinder haben heute mit ihren Freunden im Park gespielt. Jetzt sind sie ganz aufgeregt, weil sie viel Neues gelernt haben.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende fahre ich mit meiner Familie in den Urlaub. Es wird eine schöne Zeit, vor allem weil das Wetter so gut wird.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende wollte ich eigentlich ins Kino gehen. Aber jetzt hat sich etwas anderes ergeben, das genauso spannend ist.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute meine Freundin getroffen. Wir haben einen Kaffee getrunken und uns über alte Zeiten unterhalten.;Spoken Speech - more than one;;;;;;;;;;;
Morgen gibt es eine wichtige Besprechung. Ich muss mich noch gut vorbereiten, damit ich alles im Griff habe.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern den ganzen Tag im Garten verbracht. Es war anstrengend, aber auch richtig befriedigend, alles zu erledigen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute Morgen ein neues Rezept ausprobiert. Es war ein bisschen chaotisch, aber am Ende war es wirklich lecker.;Spoken Speech - more than one;;;;;;;;;;;
Die Kinder haben heute den ganzen Tag im Park gespielt. Sie waren so aufgeregt, dass sie kaum nach Hause gehen wollten.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute bei meiner Schwester. Wir haben zusammen gekocht und es war richtig lecker.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe mir gerade eine neue Kamera gekauft. Jetzt muss ich unbedingt ein paar Fotos machen, um sie auszuprobieren.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gerade die Nachricht bekommen, dass das Meeting verschoben wurde. Jetzt habe ich etwas mehr Zeit, um mich vorzubereiten.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Fitnessstudio und habe mein Workout abgeschlossen. Jetzt fühle ich mich richtig gut und entspannt.;Spoken Speech - more than one;;;;;;;;;;;
Morgen wollte ich eigentlich in die Stadt fahren, aber jetzt überlege ich, es zu verschieben. Es gibt noch zu viel zu tun.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern meine Wohnung aufgeräumt. Es war viel Arbeit, aber jetzt sieht alles viel ordentlicher aus.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende gibt es ein Straßenfest. Wir könnten hingehen, wenn du Lust hast. Es soll richtig gemütlich werden.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute beim Einkaufen eine tolle Entdeckung gemacht. Der Kaffee, den ich so gerne mag, war im Angebot.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Park und habe die frische Luft genossen. Es fühlt sich immer gut an, einfach mal rauszukommen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern mit meiner Freundin telefoniert. Es war schön, mal wieder zu quatschen, nachdem wir uns so lange nicht gesehen haben.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Supermarkt und habe ein paar neue Produkte ausprobiert. Der neue Joghurt war wirklich lecker.;Spoken Speech - more than one;;;;;;;;;;;
Die Kinder sind heute bei ihrer Tante. Sie haben so viel Spaß, dass sie gar nicht nach Hause kommen wollen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute den ganzen Nachmittag im Garten gearbeitet. Es war anstrengend, aber jetzt sieht alles viel schöner aus.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Café und habe dort einen neuen Kuchen probiert. Der war wirklich gut, du solltest ihn auch mal ausprobieren.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende wollte ich eine Wanderung machen. Jetzt überlege ich, ob ich vielleicht doch lieber entspannen soll.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute einen Film gesehen. Er war spannend, aber das Ende hat mich total überrascht.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute beim Friseur und habe mir die Haare schneiden lassen. Es fühlt sich jetzt viel besser an.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit Freunden unterwegs. Es war ein wirklich schöner Tag, und wir haben viel gelacht.;Spoken Speech - more than one;;;;;;;;;;;
Morgen gibt es einen Ausflug mit der Familie. Ich freue mich schon darauf, weil wir zusammen eine tolle Zeit haben werden.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute den ganzen Tag zu Hause. Es war richtig gemütlich, einfach mal nichts zu tun.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein neues Buch angefangen. Es ist ziemlich spannend, ich kann kaum aufhören zu lesen.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten nächste Woche zusammen ins Museum gehen. Es gibt eine neue Ausstellung, die wirklich interessant klingt.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute mein Zimmer aufgeräumt. Es war dringend nötig, und jetzt fühle ich mich viel wohler.;Spoken Speech - more than one;;;;;;;;;;;
Ich war gestern im Kino. Der Film war wirklich gut, aber das Popcorn war viel zu salzig.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten heute Nachmittag zusammen spazieren gehen. Es ist so schönes Wetter, das sollte man nutzen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war gestern bei einer Freundin zu Besuch. Wir haben uns lange unterhalten und dabei viel gelacht.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute endlich alle E-Mails beantwortet. Es fühlt sich so gut an, wenn man das erledigt hat.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute einen langen Spaziergang gemacht. Es war so schön draußen, dass ich gar nicht merken konnte, wie die Zeit verging.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute in der Stadt und habe ein paar neue Sachen gekauft. Besonders die Tasche gefällt mir richtig gut.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute in einem Café gesessen und ein gutes Buch gelesen. Es war ein richtig entspannter Nachmittag.;Spoken Speech - more than one;;;;;;;;;;;
Morgen gehe ich mit ein paar Freunden ins Kino. Wir haben schon die Karten reserviert.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute mit einem Kollegen an einem Projekt gearbeitet. Es läuft gut, aber wir müssen noch einiges klären.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Park joggen. Es war anstrengend, aber auch richtig erfrischend, draußen zu sein.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute den ganzen Tag geputzt. Es war viel Arbeit, aber jetzt sieht es richtig schön aus.;Spoken Speech - more than one;;;;;;;;;;;
Am Samstag wollen wir einen Ausflug machen. Wir haben schon eine schöne Route ausgesucht.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute einen tollen Film gesehen. Es war spannend, aber der Hauptcharakter hat mich ein bisschen genervt.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute beim Arzt und alles ist in Ordnung. Es ist beruhigend, wenn man weiß, dass alles gut ist.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern einen tollen Spaziergang gemacht. Das Wetter war perfekt und die Natur sah wunderschön aus.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten heute zusammen ein bisschen bummeln gehen. Es gibt ein paar neue Läden in der Stadt, die wir mal ausprobieren könnten.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern meinen Freund getroffen. Wir haben zusammen Mittag gegessen und uns gut unterhalten.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute beim Einkaufen. Es war ziemlich voll, aber ich habe trotzdem alles bekommen, was ich brauchte.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute beim Sport und habe mein Bestes gegeben. Jetzt bin ich total kaputt, aber auch sehr zufrieden.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute in der Mittagspause ein gutes Buch weitergelesen. Es ist spannend, aber auch irgendwie ein bisschen traurig.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende kommt meine Familie zu Besuch. Es wird schön, sie endlich wiederzusehen und gemeinsam Zeit zu verbringen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute bei meiner Freundin. Wir haben zusammen gekocht und uns über alles Mögliche unterhalten.;Spoken Speech - more than one;;;;;;;;;;;
Morgen gehe ich mit meiner Schwester in die Stadt. Wir wollen ein bisschen shoppen und uns die neuesten Trends ansehen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute die Sonne genossen. Es fühlt sich so gut an, nach der ganzen Arbeit mal draußen zu sein.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Supermarkt und habe ein paar neue Produkte ausprobiert. Der Käse war wirklich lecker.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern viel über ein Thema nachgedacht, das mich schon länger beschäftigt. Jetzt habe ich eine neue Perspektive darauf.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute den ganzen Tag unterwegs. Jetzt bin ich froh, endlich zu Hause zu sein.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute Nachmittag ein Nickerchen gemacht. Es war genau das, was ich gebraucht habe, um wieder fit zu werden.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit meiner Schwester shoppen. Es war richtig lustig und wir haben ein paar tolle Sachen gefunden.;Spoken Speech - more than one;;;;;;;;;;;
Am Freitag geht es mit ein paar Freunden in den Freizeitpark. Ich freue mich schon richtig darauf, weil wir alle zusammen Spaß haben werden.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein gutes Gespräch mit meinem Chef geführt. Es war sehr produktiv und wir haben einiges geklärt.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Café und habe einen Espresso getrunken. Es war genau das, was ich gebraucht habe, um mich wieder wach zu fühlen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein neues Hobby entdeckt. Es macht richtig Spaß, etwas Neues zu lernen.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende gehe ich mit meinen Eltern in den Zoo. Es wird schön, einen Tag mit der Familie zu verbringen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute eine interessante Doku gesehen. Sie hat mir viele neue Einblicke in ein Thema gegeben, das ich vorher kaum gekannt habe.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Fitnessstudio und habe das neue Trainingsprogramm ausprobiert. Es war ziemlich anstrengend, aber auch richtig gut.;Spoken Speech - more than one;;;;;;;;;;;
Wir könnten nächste Woche zusammen zum Markt gehen. Dort gibt es immer frisches Gemüse und leckeren Käse.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein bisschen aufgeräumt. Es ist nicht viel, aber jetzt fühle ich mich viel wohler.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute bei meiner Mutter. Wir haben zusammen gekocht und es war richtig lecker.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein paar neue Rezepte ausprobiert. Sie sind wirklich gut geworden, und ich werde sie bestimmt nochmal machen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe gestern meine Wohnung umgestellt. Es war viel Arbeit, aber jetzt ist es viel gemütlicher.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Kino und habe einen wirklich spannenden Thriller gesehen. Der Film war von Anfang bis Ende fesselnd.;Spoken Speech - more than one;;;;;;;;;;;
Morgen mache ich einen Ausflug in die Berge. Ich hoffe, das Wetter spielt mit, damit wir eine tolle Aussicht haben.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute endlich meine Steuererklärung abgegeben. Es ist immer so ein Aufwand, aber jetzt ist es erledigt.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit meiner Schwester im Café. Es war schön, mal wieder Zeit miteinander zu verbringen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute den ganzen Tag an einem Projekt gearbeitet. Es war viel zu tun, aber jetzt bin ich fast fertig.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit dem Fahrrad unterwegs. Es war richtig schön, die frische Luft zu genießen.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende gehen wir zusammen auf ein Konzert. Ich freue mich schon, die Band live zu sehen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute einen Artikel über ein interessantes Thema gelesen. Es hat mich wirklich zum Nachdenken angeregt.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute im Park und habe ein bisschen Sport gemacht. Es war genau das, was ich gebraucht habe, um den Kopf freizubekommen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein neues Restaurant ausprobiert. Es war richtig gut, ich werde auf jeden Fall nochmal hingehen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute beim Arzt, aber alles ist in Ordnung. Es ist immer beruhigend, wenn man weiß, dass alles passt.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute meine E-Mails gecheckt. Es gibt noch einiges zu tun, aber ich habe schon einiges erledigt.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit meiner Freundin im Café. Wir haben über alles Mögliche gesprochen und dabei einen Kaffee genossen.;Spoken Speech - more than one;;;;;;;;;;;
Morgen geht es auf eine lange Wanderung. Ich freue mich darauf, weil es draußen so schön ist.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute einen interessanten Podcast gehört. Es ging um ein Thema, das ich vorher noch nie wirklich beachtet habe.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute einkaufen. Es war ziemlich voll, aber zum Glück habe ich alles bekommen, was ich wollte.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende gehe ich mit Freunden zum Bowling. Wir haben schon lange nicht mehr zusammen gespielt.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute viel gearbeitet, aber trotzdem eine kleine Pause gemacht. Manchmal braucht man einfach ein bisschen Zeit für sich.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute in der Stadt und habe einen neuen Laden entdeckt. Es gibt dort tolle Sachen, die man sonst nirgendwo bekommt.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein neues Hobby begonnen. Es macht richtig Spaß, sich mit etwas Neuem zu beschäftigen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute beim Arzt und habe meinen Gesundheitscheck machen lassen. Es ist immer beruhigend, wenn alles gut aussieht.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende gehe ich mit meiner Familie zum Grillen. Es wird eine schöne Zeit mit viel leckerem Essen.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute einen richtig guten Film gesehen. Die Handlung war spannend und die Schauspieler waren großartig.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute den ganzen Nachmittag draußen. Das Wetter war einfach zu schön, um drinnen zu bleiben.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute eine tolle Neuigkeit erfahren. Es war eine Überraschung, die meinen Tag noch besser gemacht hat.;Spoken Speech - more than one;;;;;;;;;;;
Am Wochenende wollen wir zusammen ins Museum gehen. Es gibt eine neue Ausstellung, die wirklich interessant klingt.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute beim Einkaufen ein tolles Angebot entdeckt. Ich konnte einfach nicht widerstehen.;Spoken Speech - more than one;;;;;;;;;;;
Ich war heute mit dem Hund draußen. Es war so schön und die frische Luft hat richtig gut getan.;Spoken Speech - more than one;;;;;;;;;;;
Ich habe heute ein neues Rezept ausprobiert. Es ist wirklich lecker geworden und ich werde es bestimmt nochmal kochen.;Spoken Speech - more than one;;;;;;;;;;;
Ich hatte gestern ein wirklich intensives Gespräch mit meinem Chef. Wir haben über die nächsten Schritte im Projekt gesprochen und wie wir die Herausforderungen meistern können. Es war ein bisschen stressig, aber auch sehr produktiv.;Spoken Speech - more than two;;;;;;;;;;;
Die Reise war eine der besten Erfahrungen meines Lebens. Wir haben so viele neue Orte entdeckt und interessante Menschen getroffen. Besonders beeindruckend war der Besuch in einer alten Bibliothek, die von einem privaten Sammler betrieben wurde.;Spoken Speech - more than two;;;;;;;;;;;
Ich habe heute ein Buch über die Geschichte der Wissenschaften begonnen. Es beschreibt, wie verschiedene Entdeckungen die Welt verändert haben. Besonders fasziniert mich die Entwicklung der Physik im 20. Jahrhundert, die viele grundlegende Theorien infrage stellte.;Spoken Speech - more than two;;;;;;;;;;;
